Method,Name,Error,Occurrences
POST,/tools.descartes.teastore.webui/loginAction?username=user33&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user33&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user234&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user234&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user249&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user249&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=389,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=389'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user190&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user190&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=291,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=291'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=309,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=309'),1
GET,/tools.descartes.teastore.webui/category?page=4&category=5,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=4&category=5'),61
POST,/tools.descartes.teastore.webui/loginAction?username=user133&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user133&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user450&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user450&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user167&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user167&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=26,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=26'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user112&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user112&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user339&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user339&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user429&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user429&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user369&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user369&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user348&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user348&password=password'),2
GET,/tools.descartes.teastore.webui/profile,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/'),19
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=428,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=428'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user390&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user390&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user145&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user145&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=15,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=386,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=386'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user71&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user326&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user326&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=481,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user387&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user387&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=37,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=37'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user247&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user247&password=password'),1
GET,/tools.descartes.teastore.webui/profile,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/profile'),696
POST,/tools.descartes.teastore.webui/loginAction?username=user210&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user210&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user366&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user366&password=password'),3
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=307,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user222&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user222&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=234,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=234'),1
GET,/tools.descartes.teastore.webui/category?page=2&category=4,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=2&category=4'),61
POST,/tools.descartes.teastore.webui/loginAction?username=user246&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user246&password=password'),3
POST,/tools.descartes.teastore.webui/loginAction?username=user138&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user138&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user16&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user16&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=269,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=269'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user403&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user403&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user451&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user451&password=password'),3
GET,/tools.descartes.teastore.webui/product?id=169,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=169'),1
GET,/tools.descartes.teastore.webui/product?id=415,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=415'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user131&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user131&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user455&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user455&password=password'),1
GET,/tools.descartes.teastore.webui/category?page=2&category=5,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=2&category=5'),73
POST,/tools.descartes.teastore.webui/loginAction?username=user206&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user206&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user270&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user270&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user382&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user382&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user85&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user85&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user14&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user14&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user408&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user408&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=438,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user440&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user440&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user42&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user42&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user242&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user242&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=76,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=76'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user472&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user472&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user154&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user154&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user292&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user292&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user395&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user395&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user297&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user297&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user32&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user32&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user314&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user314&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user41&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user41&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user5&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user5&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user29&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user29&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=124,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=124'),1
GET,/tools.descartes.teastore.webui/product?id=181,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=181'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user459&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user459&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user398&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user398&password=password'),2
GET,/tools.descartes.teastore.webui/product?id=110,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=110'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user391&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user391&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user40&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user40&password=password'),3
GET,/tools.descartes.teastore.webui/product?id=85,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=85'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user115&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user115&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user413&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user413&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user309&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user309&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user75&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user75&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user452&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user452&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user193&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user193&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=70,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=70'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user330&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user330&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=170,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
GET,/tools.descartes.teastore.webui/product?id=60,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=60'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=326,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=326'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user299&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user299&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=9,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=9'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user174&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user174&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user466&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user466&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=106,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user290&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user290&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=367,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user163&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user163&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=100,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=506,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=506'),1
GET,/tools.descartes.teastore.webui/product?id=46,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=46'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user96&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user96&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user464&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user464&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user263&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user263&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user356&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user356&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user434&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user434&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user209&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user209&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user229&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user229&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user31&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user31&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user101&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user101&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user419&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user419&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user498&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user498&password=password'),3
GET,/tools.descartes.teastore.webui/category?page=5&category=5,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=5&category=5'),66
POST,/tools.descartes.teastore.webui/loginAction?username=user114&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user114&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user47&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user47&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user278&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user278&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user400&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user400&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user1&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user116&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user116&password=password'),3
POST,/tools.descartes.teastore.webui/loginAction?username=user117&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user117&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user142&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user142&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user230&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user230&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user344&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user344&password=password'),2
GET,/tools.descartes.teastore.webui/product?id=464,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=464'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user423&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user423&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user422&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user422&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user329&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user329&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user79&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user79&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user95&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user95&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user60&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user60&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user482&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user482&password=password'),3
POST,/tools.descartes.teastore.webui/loginAction?username=user89&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user89&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=422,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=422'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=101,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user212&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user212&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user120&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user120&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user439&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user439&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=25,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=25'),1
GET,/tools.descartes.teastore.webui/category?page=1&category=5,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=1&category=5'),73
POST,/tools.descartes.teastore.webui/loginAction?username=user359&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
GET,/tools.descartes.teastore.webui/product?id=437,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=437'),1
GET,/tools.descartes.teastore.webui/category?page=3&category=3,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=3&category=3'),51
POST,/tools.descartes.teastore.webui/loginAction?username=user123&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user123&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user442&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user442&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user494&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user494&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=29,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user88&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user88&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=342,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=342'),1
GET,/tools.descartes.teastore.webui/category?page=1&category=6,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=1&category=6'),60
POST,/tools.descartes.teastore.webui/loginAction?username=user152&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user152&password=password'),1
